provenance_schema_version,reliability_case_id,reviewer_order,search_rank,canonical_url,primary_amp_cohort_member,primary_cohort_status,a1_role,a1_train,a1_validation,a1_test,a1_active_demo,a1_reserve_demo,a1_effective_supervised_train,a1_demo_bank_role,a1_m4_demo,a1_existing_prediction_evaluable_without_split_leakage,a2_fold_1_role,a2_fold_1_train,a2_fold_1_validation,a2_fold_1_test,a2_fold_1_active_demo,a2_fold_1_reserve_demo,a2_fold_1_effective_supervised_train,a2_fold_1_demo_bank_role,a2_fold_1_approved_demo_pool_role,a2_fold_1_m4_demo,a2_fold_1_existing_prediction_evaluable_without_split_leakage,a2_fold_2_role,a2_fold_2_train,a2_fold_2_validation,a2_fold_2_test,a2_fold_2_active_demo,a2_fold_2_reserve_demo,a2_fold_2_effective_supervised_train,a2_fold_2_demo_bank_role,a2_fold_2_approved_demo_pool_role,a2_fold_2_m4_demo,a2_fold_2_existing_prediction_evaluable_without_split_leakage,a2_fold_3_role,a2_fold_3_train,a2_fold_3_validation,a2_fold_3_test,a2_fold_3_active_demo,a2_fold_3_reserve_demo,a2_fold_3_effective_supervised_train,a2_fold_3_demo_bank_role,a2_fold_3_approved_demo_pool_role,a2_fold_3_m4_demo,a2_fold_3_existing_prediction_evaluable_without_split_leakage,a2_test_fold_ids,any_effective_supervised_training_exposure,any_active_or_reserve_demo_exposure,evaluation_b_leakage_caution,a1_split_sha256,a2_split_sha256,reliability_sample_sha256,annotation_values_used,case_selection_performed
1.0.0,HRV1-035,35,468,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fin/2011/ko_r_111073.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-036,36,1399,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2003/united_states_v._tong_xiong.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,3,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-037,37,409,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/swe/2012/case_no_b_16821-11.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,2,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-038,38,86,https://www.unodc.org/cld/case-law-doc/migrantsmugglingcrimetype/ner/2017/jugement_n_362016.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-039,39,123,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2016/n660001-62-66-001-2011-00021-00_ac-233-15.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,3,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-040,40,52,https://www.unodc.org/cld/case-law-doc/moneylaunderingcrimetype/nld/2018/1703852.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-041,41,1566,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ven/jorge_eliecer_castro_davila_.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-042,42,235,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ken/2013/j.f._another_v_republic_2013_eklr.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,VALIDATION,0,1,0,0,0,0,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-043,43,618,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ind/2010/bachpan_bachao_and_ors._v._union_of_india_uoi_and_ors.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,2,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-044,44,127,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/grc/2016/affaire_l.e._c._grece.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,VALIDATION,0,1,0,0,0,0,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-045,45,285,https://www.unodc.org/cld/case-law-doc/migrantsmugglingcrimetype/bel/2013/case_no._20131339.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,2,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-046,46,1159,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/che/2008/6b_277_-_2007.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-047,47,842,https://www.unodc.org/cld/case-law-doc/drugcrimetype/cze/2009/17_t_152007.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,2,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-048,48,1517,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/jor/case_no._26352009.html,1,IN_PRIMARY_AMP_COHORT,TEST,0,0,1,0,0,0,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-049,49,480,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2011/causa_2422.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TEST,0,0,1,0,0,0,,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,1,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-050,50,769,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bel/2010/correctional_tribunal_of_brussels_20-04-2010.html,0,OUTSIDE_PRIMARY_COHORT,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,0,0,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,,0,0,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,,0,0,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,,0,0,,0,0,OUTSIDE_PRIMARY_COHORT_NO_EXISTING_M1_M4_EVAL_A_PREDICTION,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-051,51,317,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nor/2012/12-175933med-otir03.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-052,52,146,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mkd/2015/case_n280515.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-053,53,1173,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/per/2007/exp._n._07853-2006-phtc_.html,0,OUTSIDE_PRIMARY_COHORT,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,0,0,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,,0,0,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,,0,0,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,,0,0,,0,0,OUTSIDE_PRIMARY_COHORT_NO_EXISTING_M1_M4_EVAL_A_PREDICTION,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-054,54,628,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bol/2010/auto_supremo_2632010_-_declaratory_judgment_for_the_first_juvenile_court_of_la_paz.html,0,OUTSIDE_PRIMARY_COHORT,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,0,0,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,,0,0,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,,0,0,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,,0,0,,0,0,OUTSIDE_PRIMARY_COHORT_NO_EXISTING_M1_M4_EVAL_A_PREDICTION,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-055,55,574,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nic/2011/lovo.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-056,56,167,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/dom/2014/caso_antonio_perez_y_cabral_flete.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,VALIDATION,0,1,0,0,0,0,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-057,57,1142,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2008/valencia_et_al.html,1,IN_PRIMARY_AMP_COHORT,TEST,0,0,1,0,0,0,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,3,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-058,58,1406,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/isr/2003/frudenthal_vs._state_of_israel_.html,1,IN_PRIMARY_AMP_COHORT,VALIDATION,0,1,0,0,0,0,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-059,59,107,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/isr/2016/ibrahim_and_basma_giulani_v._the_state_of_israel.html,1,IN_PRIMARY_AMP_COHORT,TEST,0,0,1,0,0,0,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-060,60,839,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ecu/2009/juicio_no._460-2009.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-061,61,640,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bol/2010/auto_supremo_no._571_sucre_-_michael_gerard_marroquin_1.html,0,OUTSIDE_PRIMARY_COHORT,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,0,0,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,,0,0,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,,0,0,OUTSIDE_PRIMARY_COHORT,0,0,0,0,0,0,,,0,0,,0,0,OUTSIDE_PRIMARY_COHORT_NO_EXISTING_M1_M4_EVAL_A_PREDICTION,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-062,62,418,https://www.unodc.org/cld/case-law-doc/drugcrimetype/gbr/2012/r_v._n._and_r_v._le.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,3,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-063,63,781,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2010/united_states_v._mahender_murlidhar_sabhnani_and_varsha_mahender_sabhnani_.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,3,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-064,64,984,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2009/18a2009.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TEST,0,0,1,0,0,0,,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,1,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-065,65,759,https://www.unodc.org/cld/case-law-doc/drugcrimetype/usa/2010/docket_number_-_unknown_2010.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,3,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-066,66,195,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2014/cardaci_y_mossolini.html,1,IN_PRIMARY_AMP_COHORT,TEST,0,0,1,0,0,0,,0,1,TEST,0,0,1,0,0,0,,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,1,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-067,67,633,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/gtm/2010/quiroa_diaz_munoz.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-068,68,1229,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2007/united_states_v._telichenko.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,TEST,0,0,1,0,0,0,,,0,1,3,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-069,69,751,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/srb/2010/k_40810_.html,1,IN_PRIMARY_AMP_COHORT,TRAIN,1,0,0,0,0,1,,0,0,TEST,0,0,1,0,0,0,,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,1,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
1.0.0,HRV1-070,70,238,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aus/2013/r_v_kuavong_2013_qca310.html,1,IN_PRIMARY_AMP_COHORT,VALIDATION,0,1,0,0,0,0,,0,0,TEST,0,0,1,0,0,0,,,0,1,TRAIN,1,0,0,0,0,1,,,0,0,TRAIN,1,0,0,0,0,1,,,0,0,1,1,0,USE_ONLY_SPLIT_SPECIFIC_TEST_PREDICTIONS,63a739fcb5a1d6af67a1ffc414f5b616a1e2ed7d063f7d34358ac7155803293d,75ff2d87531bd9b68d2ee6382354d4191229eda4f3b3396d360349ad76e67f67,ff825d1996ff55a72030ef07835c3b71c318df4f43a40ecb79714c27192794bc,0,0
