reliability_case_id,search_rank,jurisdiction,family,silver_reference_available,silver_labels_json,human_labels_json,shared_labels_json,silver_only_labels_json,human_only_labels_json,category,exact_set_concordance,jaccard
HRV1-070,238,Australia,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],"[""MEANS_DECEPTION""]",HUMAN_BROADER,0,0.6666666666666666
HRV1-034,262,Philippines,MEANS,1,"[""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],[],EXACT_MATCH,1,1.0
HRV1-045,285,Belgium,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],[],EXACT_MATCH,1,1.0
HRV1-023,304,Thailand,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION""]",[],"[""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",HUMAN_BROADER,0,0.6666666666666666
HRV1-051,317,Norway,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],[],EXACT_MATCH,1,1.0
HRV1-033,375,Sweden,MEANS,1,"[""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],[],EXACT_MATCH,1,1.0
HRV1-037,409,Sweden,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_DECEPTION""]","[""MEANS_DECEPTION""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],SILVER_BROADER,0,0.3333333333333333
HRV1-062,418,United Kingdom of Great Britain and Northern Ireland,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],[],EXACT_MATCH,1,1.0
HRV1-035,468,Finland,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],[],EXACT_MATCH,1,1.0
HRV1-049,480,Argentina,MEANS,1,"[""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],[],EXACT_MATCH,1,1.0
HRV1-030,509,Argentina,MEANS,1,"[""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],[],EXACT_MATCH,1,1.0
HRV1-072,513,Brazil,MEANS,1,"[""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],[],EXACT_MATCH,1,1.0
HRV1-031,546,Sweden,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],[],EXACT_MATCH,1,1.0
HRV1-055,574,Nicaragua,MEANS,1,"[""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],"[""MEANS_THREAT_FORCE_OR_COERCION""]",HUMAN_BROADER,0,0.6666666666666666
HRV1-071,582,Serbia,MEANS,1,"[""MEANS_FRAUD"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_FRAUD""]","[""MEANS_DECEPTION""]",PARTIAL_OVERLAP_BOTH_HAVE_EXTRAS,0,0.3333333333333333
HRV1-013,615,United States of America,MEANS,1,"[""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL""]","[""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL""]","[""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL""]",[],[],EXACT_MATCH,1,1.0
HRV1-067,633,Guatemala,MEANS,1,"[""MEANS_ABDUCTION"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_ABDUCTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_ABDUCTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_DECEPTION""]",[],SILVER_BROADER,0,0.6666666666666666
HRV1-069,751,Serbia,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],[],EXACT_MATCH,1,1.0
HRV1-065,759,United States of America,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],"[""MEANS_DECEPTION""]",HUMAN_BROADER,0,0.6666666666666666
HRV1-050,769,Belgium,MEANS,0,[],[],,,,SILVER_REFERENCE_UNAVAILABLE,,
HRV1-060,839,Ecuador,MEANS,1,"[""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL""]","[""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL""]","[""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL""]",[],[],EXACT_MATCH,1,1.0
HRV1-047,842,Czechia,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],[],EXACT_MATCH,1,1.0
HRV1-018,889,Brazil,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_FRAUD""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION""]","[""MEANS_FRAUD""]","[""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",PARTIAL_OVERLAP_BOTH_HAVE_EXTRAS,0,0.3333333333333333
HRV1-016,898,United States of America,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION""]","[""MEANS_THREAT_FORCE_OR_COERCION""]",[],"[""MEANS_DECEPTION""]",HUMAN_BROADER,0,0.5
HRV1-012,917,Brazil,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION""]","[""MEANS_THREAT_FORCE_OR_COERCION""]","[""MEANS_THREAT_FORCE_OR_COERCION""]",[],[],EXACT_MATCH,1,1.0
HRV1-019,934,Thailand,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_FRAUD""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION""]","[""MEANS_THREAT_FORCE_OR_COERCION""]","[""MEANS_FRAUD""]","[""MEANS_DECEPTION""]",PARTIAL_OVERLAP_BOTH_HAVE_EXTRAS,0,0.3333333333333333
HRV1-022,962,Canada,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL""]",[],[],EXACT_MATCH,1,1.0
HRV1-077,1105,United States of America,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],[],EXACT_MATCH,1,1.0
HRV1-032,1111,Cambodia,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_FRAUD"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_FRAUD"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_FRAUD"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],[],EXACT_MATCH,1,1.0
HRV1-057,1142,Colombia,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],[],EXACT_MATCH,1,1.0
HRV1-046,1159,Switzerland,MEANS,1,"[""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],"[""MEANS_THREAT_FORCE_OR_COERCION""]",HUMAN_BROADER,0,0.5
HRV1-068,1229,United States of America,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION""]",[],[],EXACT_MATCH,1,1.0
HRV1-010,1238,Slovakia,MEANS,1,"[""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],[],EXACT_MATCH,1,1.0
HRV1-011,1396,China,MEANS,1,"[""MEANS_DECEPTION""]","[""MEANS_DECEPTION""]","[""MEANS_DECEPTION""]",[],[],EXACT_MATCH,1,1.0
HRV1-036,1399,United States of America,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION""]","[""MEANS_THREAT_FORCE_OR_COERCION""]","[""MEANS_THREAT_FORCE_OR_COERCION""]",[],[],EXACT_MATCH,1,1.0
HRV1-029,1462,United States of America,MEANS,1,"[""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],"[""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",NO_OVERLAP,0,0.0
HRV1-020,1508,Jordan,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY""]",[],[],EXACT_MATCH,1,1.0
HRV1-048,1517,Jordan,MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION""]","[""MEANS_THREAT_FORCE_OR_COERCION""]","[""MEANS_THREAT_FORCE_OR_COERCION""]",[],[],EXACT_MATCH,1,1.0
HRV1-041,1566,Venezuela (Bolivarian Republic of),MEANS,1,"[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_FRAUD"",""MEANS_DECEPTION""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_FRAUD"",""MEANS_DECEPTION""]","[""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_FRAUD"",""MEANS_DECEPTION""]",[],[],EXACT_MATCH,1,1.0
HRV1-014,13,Azerbaijan,PURPOSE,1,"[""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES""]",[],[],EXACT_MATCH,1,1.0
HRV1-003,23,United Kingdom of Great Britain and Northern Ireland,PURPOSE,1,"[""PURPOSE_FORCED_LABOUR_OR_SERVICES""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SERVITUDE""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES""]",[],"[""PURPOSE_SERVITUDE""]",HUMAN_BROADER,0,0.5
HRV1-024,34,Italy,PURPOSE,1,"[""PURPOSE_OTHER""]","[""PURPOSE_OTHER""]","[""PURPOSE_OTHER""]",[],[],EXACT_MATCH,1,1.0
HRV1-005,38,Namibia,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-040,52,Netherlands (Kingdom of the),PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES""]",[],SILVER_BROADER,0,0.5
HRV1-078,53,Argentina,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-007,54,Seychelles,PURPOSE,1,"[""PURPOSE_FORCED_LABOUR_OR_SERVICES""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES""]",[],"[""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES""]",HUMAN_BROADER,0,0.5
HRV1-008,58,Costa Rica,PURPOSE,1,"[""PURPOSE_REMOVAL_OF_ORGANS""]","[""PURPOSE_REMOVAL_OF_ORGANS""]","[""PURPOSE_REMOVAL_OF_ORGANS""]",[],[],EXACT_MATCH,1,1.0
HRV1-006,68,Luxembourg,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-039,123,Colombia,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-044,127,Greece,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-052,146,North Macedonia,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-056,167,Dominican Republic,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-004,202,Poland,PURPOSE,1,"[""PURPOSE_FORCED_LABOUR_OR_SERVICES""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES""]",[],[],EXACT_MATCH,1,1.0
HRV1-042,235,Kenya,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-001,237,United States of America,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-070,238,Australia,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES""]",[],SILVER_BROADER,0,0.5
HRV1-034,262,Philippines,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-045,285,Belgium,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES""]",[],SILVER_BROADER,0,0.5
HRV1-023,304,Thailand,PURPOSE,1,"[""PURPOSE_FORCED_LABOUR_OR_SERVICES""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES""]",[],[],EXACT_MATCH,1,1.0
HRV1-051,317,Norway,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-033,375,Sweden,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-037,409,Sweden,PURPOSE,1,"[""PURPOSE_FORCED_LABOUR_OR_SERVICES""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES""]",[],[],EXACT_MATCH,1,1.0
HRV1-062,418,United Kingdom of Great Britain and Northern Ireland,PURPOSE,1,"[""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SERVITUDE""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SERVITUDE""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SERVITUDE""]",[],[],EXACT_MATCH,1,1.0
HRV1-035,468,Finland,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES""]",[],SILVER_BROADER,0,0.5
HRV1-049,480,Argentina,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-030,509,Argentina,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-072,513,Brazil,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-031,546,Sweden,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-055,574,Nicaragua,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES""]","[""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES""]","[""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES""]",[],[],EXACT_MATCH,1,1.0
HRV1-071,582,Serbia,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-013,615,United States of America,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-067,633,Guatemala,PURPOSE,1,"[""PURPOSE_OTHER""]","[""PURPOSE_OTHER""]","[""PURPOSE_OTHER""]",[],[],EXACT_MATCH,1,1.0
HRV1-069,751,Serbia,PURPOSE,1,"[""PURPOSE_OTHER""]","[""PURPOSE_OTHER""]","[""PURPOSE_OTHER""]",[],[],EXACT_MATCH,1,1.0
HRV1-065,759,United States of America,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-050,769,Belgium,PURPOSE,1,"[""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SERVITUDE""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES""]","[""PURPOSE_FORCED_LABOUR_OR_SERVICES""]","[""PURPOSE_SERVITUDE""]",[],SILVER_BROADER,0,0.5
HRV1-060,839,Ecuador,PURPOSE,1,"[""PURPOSE_OTHER""]","[""PURPOSE_OTHER""]","[""PURPOSE_OTHER""]",[],[],EXACT_MATCH,1,1.0
HRV1-047,842,Czechia,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-018,889,Brazil,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-016,898,United States of America,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES""]","[""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES""]","[""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES""]",[],[],EXACT_MATCH,1,1.0
HRV1-012,917,Brazil,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
HRV1-019,934,Thailand,PURPOSE,1,"[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]","[""PURPOSE_SEXUAL_EXPLOITATION""]",[],[],EXACT_MATCH,1,1.0
